record_name,field_name,type,required_for_mark,required_for_research_grade,required_for_live_equivalence,simulation_level,measurement_grade,temporal_class,clock_domain,source_owner,nullable,quality_rule,notes,wall_clock_ms,monotonic_process_ms,chain_slot,block_time,stream_observed_ms,rpc_observed_ms,decision_ts_ms,submit_ts_ms,landing_ts_ms
shadow_exit_fill_v2,fill_amount_sol,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,blocked if missing on filled,output SOL normalized,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,fill_amount_tokens,f64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,blocked if missing on filled,input tokens normalized,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,slippage_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,required for live-equivalence,exit slippage,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,own_impact_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,required for live-equivalence,own sell impact,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,fee_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,required for live-equivalence,exit fee,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,min_out,u64,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,required for executable claim,min_out after configured slippage,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,pool_state_before,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,chain_slot,pool_state_sample_v2,true,required for filled,pool state ref before exit fill,false,false,true,false,false,false,false,false,false
shadow_exit_fill_v2,pool_state_after,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,chain_slot,pool_state_sample_v2,true,required for live-equivalence,pool state ref after exit fill,false,false,true,false,false,false,false,false,false
shadow_exit_fill_v2,reconstruction_status,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,false,must be typed,EXIT_FILL_RECONSTRUCTED_FROM_POOL_STATE or EXIT_FILL_BLOCKED_BY_DATA,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,quality,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,false,must be typed,exit fill quality,false,false,false,false,false,false,false,false,true
shadow_exit_fill_v2,limitations,list,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,false,must include not-live-confirmed gaps,limitations and blockers,false,false,false,false,false,false,false,false,true
shadow_terminal_truth_v2,terminal_reason,enum,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,canonical_event_stream,false,exactly one per position,terminal reason,false,false,false,false,true,false,false,false,false
shadow_terminal_truth_v2,final_pnl_mark_bps,i32,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,canonical_event_stream,true,source required,mark final PnL,false,false,false,false,true,false,false,false,false
shadow_terminal_truth_v2,final_pnl_executable_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,fill_model,true,required for executable claim,executable final PnL,false,false,false,false,false,false,false,false,true
shadow_terminal_truth_v2,reconciliation_status,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,canonical_event_stream,false,must be explicit,reconciliation status,false,false,false,false,true,false,false,false,false
shadow_replay_v2,canonical_event_stream_ref,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,UNKNOWN,wall_clock_ms,replay_v2,false,must resolve,canonical stream reference,true,false,false,false,false,false,false,false,false
shadow_replay_v2,derived_from_canonical_stream,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,UNKNOWN,wall_clock_ms,replay_v2,false,must be true,replay is derived not competing truth,true,false,false,false,false,false,false,false,false
shadow_replay_v2,canonical_terminal_event_id,string,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,replay_v2,true,must match shadow_terminal_truth_v2 event id,canonical terminal ref,false,false,false,false,true,false,false,false,false
shadow_replay_v2,source_event_ids,list,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,UNKNOWN,wall_clock_ms,replay_v2,false,must list canonical source events,source canonical event ids,true,false,false,false,false,false,false,false,false
shadow_replay_v2,path_sample_event_ids,list,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,replay_v2,false,must list path sample events,path sample source ids,false,false,false,false,true,false,false,false,false
shadow_replay_v2,entry_fill_event_id,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,replay_v2,true,must point to entry fill when executable lane exists,entry fill source id,false,false,false,false,false,false,false,false,true
shadow_replay_v2,exit_attempt_event_id,string,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,replay_v2,true,must point to exit attempt when terminal path exists,exit attempt source id,false,false,false,false,true,false,false,false,false
shadow_replay_v2,exit_fill_event_id,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,replay_v2,true,must point to exit fill when executable lane exists,exit fill source id,false,false,false,false,false,false,false,false,true
shadow_replay_v2,terminal_truth_event_id,string,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,replay_v2,true,must equal canonical terminal event id,terminal truth source id,false,false,false,false,true,false,false,false,false
shadow_replay_v2,mark_path_sample_count,usize,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,replay_v2,false,must count mark path samples,mark replay lane count,false,false,false,false,true,false,false,false,false
shadow_replay_v2,executable_quote_sample_count,usize,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,replay_v2,false,must count static executable quote samples,static executable lane count,false,false,false,false,false,false,false,false,true
shadow_replay_v2,blocked_path_sample_count,usize,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,replay_v2,false,must count blocked path samples,blocked sample count,false,false,false,false,true,false,false,false,false
shadow_replay_v2,terminal_reason,enum,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,replay_v2,true,must match canonical terminal truth when present,terminal reason,false,false,false,false,true,false,false,false,false
shadow_replay_v2,terminal_pnl_mark_bps,i32,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,replay_v2,true,must match canonical terminal truth,terminal mark pnl,false,false,false,false,true,false,false,false,false
shadow_replay_v2,terminal_pnl_executable_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,replay_v2,true,must match canonical terminal truth when static lane exists,terminal executable pnl,false,false,false,false,false,false,false,false,true
shadow_replay_v2,close_age_ms,u64,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,monotonic_process_ms,replay_v2,true,must match canonical terminal truth,terminal close age,false,true,false,false,false,false,false,false,false
shadow_replay_v2,replay_derivation_status,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,UNKNOWN,wall_clock_ms,replay_v2,false,must be typed,derived replay status,true,false,false,false,false,false,false,false,false
shadow_lifecycle_v2,canonical_event_stream_ref,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,UNKNOWN,wall_clock_ms,lifecycle_v2,false,must resolve,canonical stream reference,true,false,false,false,false,false,false,false,false
shadow_lifecycle_v2,derived_from_canonical_stream,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,UNKNOWN,wall_clock_ms,lifecycle_v2,false,must be true,lifecycle is derived not competing truth,true,false,false,false,false,false,false,false,false
shadow_lifecycle_v2,lifecycle_event_type,enum,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,lifecycle_v2,false,POSITION_OPEN POSITION_CLOSED or TERMINAL_BLOCKED,typed lifecycle sub-event,false,false,false,false,true,false,false,false,false
shadow_lifecycle_v2,canonical_position_event_id,string,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,AT_DECISION,wall_clock_ms,lifecycle_v2,true,must point to position event when present,position source id,true,false,false,false,false,false,false,false,false
shadow_lifecycle_v2,canonical_terminal_event_id,string,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,lifecycle_v2,true,must point to canonical terminal truth not create one,canonical terminal ref,false,false,false,false,true,false,false,false,false
shadow_lifecycle_v2,entry_fill_event_id,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_ENTRY,landing_ts_ms,lifecycle_v2,true,must point to entry fill when present,entry fill source id,false,false,false,false,false,false,false,false,true
shadow_lifecycle_v2,exit_attempt_event_id,string,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,lifecycle_v2,true,must point to exit attempt when present,exit attempt source id,false,false,false,false,true,false,false,false,false
shadow_lifecycle_v2,exit_fill_event_id,string,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,lifecycle_v2,true,must point to exit fill when present,exit fill source id,false,false,false,false,false,false,false,false,true
shadow_lifecycle_v2,terminal_reason,enum,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,lifecycle_v2,true,must match canonical terminal truth,terminal reason,false,false,false,false,true,false,false,false,false
shadow_lifecycle_v2,final_pnl_mark_bps,i32,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,stream_observed_ms,lifecycle_v2,true,must match canonical terminal truth,final mark pnl,false,false,false,false,true,false,false,false,false
shadow_lifecycle_v2,final_pnl_executable_bps,i32,false,true,true,FILL_MODEL_STATIC,RESEARCH_GRADE_CANDIDATE,POST_EXIT,landing_ts_ms,lifecycle_v2,true,must match canonical terminal truth when static lane exists,final executable pnl,false,false,false,false,false,false,false,false,true
shadow_lifecycle_v2,close_age_ms,u64,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,monotonic_process_ms,lifecycle_v2,true,must match canonical terminal truth,close age,false,true,false,false,false,false,false,false,false
shadow_lifecycle_v2,duplicate_terminal_handling,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,wall_clock_ms,lifecycle_v2,false,must say derived lifecycle does not create terminal truth,duplicate handling,true,false,false,false,false,false,false,false,false
shadow_lifecycle_v2,reconciliation_status,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,wall_clock_ms,lifecycle_v2,false,must be typed,lifecycle reconciliation status,true,false,false,false,false,false,false,false,false
shadow_lifecycle_v2,source_event_ids,list,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,UNKNOWN,wall_clock_ms,lifecycle_v2,false,must list canonical source events,source canonical event ids,true,false,false,false,false,false,false,false,false
shadow_lifecycle_v2,derived_view_not_canonical_terminal,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,wall_clock_ms,lifecycle_v2,false,must be true,lifecycle sub-event boundary,true,false,false,false,false,false,false,false,false
shadow_replay_lifecycle_reconciliation_v2,exact_join,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,wall_clock_ms,reconciliation_v2,false,must be true for accepted reconciliation,exact join only,true,false,false,false,false,false,false,false,false
shadow_replay_lifecycle_reconciliation_v2,fallback_join_used,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,wall_clock_ms,reconciliation_v2,false,must be false,fallback joins forbidden,true,false,false,false,false,false,false,false,false
shadow_replay_lifecycle_reconciliation_v2,ambiguous_join,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,wall_clock_ms,reconciliation_v2,false,must be false,ambiguous joins forbidden,true,false,false,false,false,false,false,false,false
shadow_replay_lifecycle_reconciliation_v2,reconciliation_status,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_EXIT,wall_clock_ms,reconciliation_v2,false,must be typed,replay lifecycle reconciliation status,true,false,false,false,false,false,false,false,false
shadow_path_density_v2,horizon_ms,u64,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_sampler,false,must be requested explicitly,evaluated horizon,false,true,false,false,false,false,false,false,false
shadow_path_density_v2,verdict,enum,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,EVALUABLE_EXACT EVALUABLE_APPROX SPARSE_APPROX_ONLY NOT_EVALUABLE_NO_COVERAGE NOT_EVALUABLE_HORIZON_EXCEEDS_REPLAY,horizon evaluability,false,false,false,false,true,false,false,false,false
shadow_path_density_v2,path_point_count,usize,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,must be explicit,path point count,false,false,false,false,true,false,false,false,false
shadow_path_density_v2,max_interval_ms,u64,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_sampler,true,required when at least two path points exist,max interval,false,true,false,false,false,false,false,false,false
shadow_path_density_v2,covered,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,must be explicit,horizon coverage flag,false,false,false,false,true,false,false,false,false
shadow_path_density_v2,duplicate_age_count,usize,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_sampler,false,must be explicit,duplicate path ages observed in input,false,true,false,false,false,false,false,false,false
shadow_path_density_v2,non_monotonic_input,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_sampler,false,must be explicit,whether raw input order was non monotonic,false,true,false,false,false,false,false,false,false
shadow_path_sampler_config_v2,sampling_mode,enum,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,dense_3s standard_120s or long_500s,path sampling mode,false,false,false,false,true,false,false,false,false
shadow_path_sampler_config_v2,max_horizon_ms,u64,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_sampler,false,must match mode,horizon budget,false,true,false,false,false,false,false,false,false
shadow_path_sampler_config_v2,heartbeat_interval_ms,u64,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_sampler,false,must match mode,heartbeat cadence,false,true,false,false,false,false,false,false,false
shadow_path_sampler_config_v2,large_delta_bps,i32,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,must match mode,large delta retention threshold,false,false,false,false,true,false,false,false,false
shadow_path_sampler_config_v2,max_path_points,usize,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,bounds optional samples only and must not drop dense EVENT_SAMPLE LEVEL_HIT or TERMINAL,path storage cap,false,false,false,false,true,false,false,false,false
shadow_path_sampler_config_v2,keep_every_event_sample,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_sampler,false,dense_3s true standard and long false; protected samples over cap emit storage-budget limitation,whether every EVENT_SAMPLE is retained,false,false,false,false,true,false,false,false,false
shadow_path_sampler_config_v2,requires_storage_budget,bool,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,wall_clock_ms,path_sampler,false,must be explicit,dense_3s and long_500s require storage budget,true,false,false,false,false,false,false,false,false
shadow_exit_path_replay_v2,target_bps,i32,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,true,required when target simulation enabled,target threshold,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,stop_bps,i32,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,true,required when stop simulation enabled,stop threshold,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,max_hold_ms,u64,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_replay,false,must be non zero,timeout horizon,false,true,false,false,false,false,false,false,false
shadow_exit_path_replay_v2,tie_break_policy,enum,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,false,BLOCK_AMBIGUOUS TARGET_FIRST STOP_FIRST or EARLIEST_EVENT_ORDER,target stop same slot policy,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,exact_level_hit,ShadowExitPathHitV2,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,true,must remain separate from sampled hit,LEVEL_HIT evidence only,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,sampled_path_hit,ShadowExitPathHitV2,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,true,must remain separate from exact hit,sampled path evidence,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,timeout_path_point,ShadowExitPathHitV2,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,monotonic_process_ms,path_replay,true,must be real point stale approximation or blocked,timeout evidence,false,true,false,false,false,false,false,false,false
shadow_exit_path_replay_v2,selected_exit,ShadowExitPathHitV2,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,false,must be typed target stop timeout or blocked,selected mark path exit,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,mfe_mark_bps,i32,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,true,derived from path up to terminal,mark MFE,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,mae_mark_bps,i32,false,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,true,derived from path up to terminal,mark MAE,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,terminal_pnl_mark_bps,i32,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,true,must equal selected_exit pnl when available,terminal mark PnL,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,quality,string,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,false,must be typed,EXACT_LEVEL SAMPLED_PATH APPROX_TIMEOUT or BLOCKED,false,false,false,false,true,false,false,false,false
shadow_exit_path_replay_v2,limitations,list,true,true,true,MARK_ONLY,MARK_PRICE_REPLAY,POST_ENTRY,stream_observed_ms,path_replay,false,must include ambiguity stale and input defects,path replay limitations,false,false,false,false,true,false,false,false,false
shadow_v2_evidence_manifest_v1,schema,string,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must equal shadow_v2_evidence_manifest_v1,manifest schema,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,schema_version,u32,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must be additive,manifest schema version,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,manifest_phase,enum,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,pre_run or post_run,evidence phase,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,run_id,string,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,non_empty_or_UNKNOWN,run identity,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,created_at,string,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,iso8601_utc,manifest creation time,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,scope_root,string,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,existing path at audit time,scanned evidence root,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,artifact_count,u64,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must equal artifacts length,evidence inventory count,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,total_size_bytes,u64,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must equal artifact size sum,total bytes,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,schema_coverage,json_object,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must include JSONL schema counts,schema coverage summary,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,required_artifacts_missing,list,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must be empty for research grade,missing required artifact names,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,retention_policy,string,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must equal manifest_before_cleanup_required,retention policy,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,raw_jsonl_git_staging_allowed,bool,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must be false,Git boundary,true,false,false,false,false,false,false,false,false
shadow_v2_evidence_manifest_v1,artifacts,list,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must contain artifact entry records,artifact inventory,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,relative_path,string,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,relative to scope_root,artifact identity,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,size_bytes,u64,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must be file stat size,artifact size,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,line_count,u64,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must be counted from bytes,line count,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,sha256,string,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,required unless explicitly skipped,content digest,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,sha256_status,enum,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,OK SKIPPED_TOO_LARGE or SYMLINK_SKIPPED,digest status,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,jsonl_rows,u64,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,required for JSONL,row count,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,malformed_jsonl_rows,u64,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must be zero for strict pass,malformed row count,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,schema_counts,json_object,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,must count JSONL schema values,per artifact schema coverage,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,is_symlink,bool,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,symlink blocks strict pass,symlink indicator,true,false,false,false,false,false,false,false,false
shadow_v2_artifact_manifest_entry_v1,status,enum,true,true,true,MARK_ONLY,RESEARCH_GRADE_CANDIDATE,UNKNOWN,wall_clock_ms,manifest_auditor,false,OK or BLOCKED reason,artifact status,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,enabled,bool,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,default false,feature flag documentation,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,mode,enum,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,disabled or logging_only_validation,validation mode,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,simulation_contract_version,string,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must equal shadow_burnin_simulation_v2_20260629,contract version,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,run_namespace,string,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,true,required when enabled,future validation run namespace,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,pre_run_manifest_path,string,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,true,required when enabled,pre run manifest path,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,post_run_manifest_path,string,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,true,required when enabled,post run manifest path,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,no_raw_jsonl_git_staging,bool,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must be true,Git staging guard,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,logging_only,bool,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must be true in enabled profile,no runtime enablement,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,runtime_approval,bool,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must be false,runtime approval guard,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,shadow_close_only_approval,bool,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must be false,shadow close guard,true,false,false,false,false,false,false,false,false
shadow_v2_burnin_config_v1,active_close_approval,bool,false,true,true,MARK_ONLY,DIAGNOSTIC_ONLY,UNKNOWN,wall_clock_ms,config,false,must be false,active close guard,true,false,false,false,false,false,false,false,false
